[3.4] 昔涟 | 哎呀别上当了 | 00:00:00,340 --> 00:00:02,820
[3.7] 昔涟 | 复试的另一半重量就在这段路的尽头 | 00:41:46,190 --> 00:41:50,305
[3.7] 昔涟 | 放轻松 | 00:41:51,560 --> 00:41:52,320
[3.7] 昔涟 | 记得深呼吸呀 | 00:41:53,320 --> 00:41:55,120
[3.7] 昔涟 | 看来这一次要在黑夜中前行呀 | 00:41:55,570 --> 00:41:59,030
[3.7] 昔涟 | 最初的灵异消散了 | 00:41:59,030 --> 00:42:02,780
[3.7] 昔涟 | 然后是漫漫苦旅的开始 | 00:42:03,180 --> 00:42:06,820
[3.7] 昔涟 | 曝尸的另一半如约定的那样 | 00:42:06,820 --> 00:42:10,789
[3.7] 昔涟 | 接过他吧 | 00:42:11,829 --> 00:42:12,549
[3.7] 昔涟 | 那记忆里的爱笑的孩子 | 00:42:13,629 --> 00:42:16,780
[3.7] 昔涟 | 让他和我们一起笑着走向结局吧 | 00:42:17,180 --> 00:42:20,780
[3.7] 昔涟 | 这座临水盆是每一世轮回的终点 | 00:42:20,780 --> 00:42:24,980
[3.7] 昔涟 | 看来这片温柔的小世界也要完成它的使命了呢 | 00:42:25,660 --> 00:42:30,900
[3.7] 昔涟 | 启程前再回头好好道个别吧 | 00:42:31,390 --> 00:42:35,070
[3.7] 昔涟 | 再见了理想 | 00:42:35,610 --> 00:42:37,190
[3.7] 昔涟 | 象包裹住3000万世的愿望和绝望 | 00:42:37,190 --> 00:42:42,230
[3.7] 昔涟 | 沉入温柔的记忆 | 00:42:42,750 --> 00:42:45,190
[3.7] 昔涟 | 明天见 | 00:42:46,940 --> 00:42:47,740
[3.7] 昔涟 | 从今以后 | 00:42:48,900 --> 00:42:49,700
[3.7] 昔涟 | 世界不再需要神谕许诺的明天 | 00:42:50,780 --> 00:42:53,850
[3.7] 昔涟 | 而白垩一直以来都没能找到的属于自己的心愿 | 00:42:54,290 --> 00:42:59,370
[3.7] 昔涟 | 现在也有人踩到他的影子了 | 00:43:00,960 --> 00:43:05,440
[3.7] 昔涟 | 他已经先一步奔向自己的命运了 | 00:43:07,680 --> 00:43:11,360
[3.7] 昔涟 | 这里就是终点了 | 00:43:11,360 --> 00:43:14,200
[3.7] 昔涟 | 那扇门背后会是什么 | 00:43:14,200 --> 00:43:18,000
[3.7] 昔涟 | 就让记忆化作流星 | 00:43:18,320 --> 00:43:19,920
[3.7] 昔涟 | 再一次划破沉睡的长夜吧 | 00:43:20,960 --> 00:43:24,260
[3.7] 昔涟 | 收拾好心情 | 00:43:24,260 --> 00:43:25,680
[3.7] 昔涟 | 准备出发 | 00:43:25,680 --> 00:43:27,120
[3.7] 昔涟 | 踏出这一步就不会再回头了 | 00:43:27,480 --> 00:43:31,279
[3.7] 昔涟 | 但在开拓和创世笔下 | 00:43:31,799 --> 00:43:34,529
[3.7] 昔涟 | 明日星系会如此传唱 | 00:43:34,929 --> 00:43:37,769
[3.7] 昔涟 | 门禁的圣子提里希庇俄斯 | 00:43:38,929 --> 00:43:42,929
[3.7] 昔涟 | 浪漫的织者阿格莱雅 | 00:43:43,980 --> 00:43:46,700
[3.7] 昔涟 | 你还记得吗 | 00:43:47,820 --> 00:43:48,700
[3.7] 昔涟 | 无缘黎明的卡俄斯兰娜 | 00:43:49,780 --> 00:43:52,460
[3.7] 昔涟 | 轮回的尽头 | 00:43:52,860 --> 00:43:54,400
[3.7] 昔涟 | 万物消散在这场梦里 | 00:43:54,400 --> 00:43:57,860
[3.7] 昔涟 | 你会醒来 | 00:43:57,860 --> 00:43:59,360
[3.7] 昔涟 | 重新成为爱笑的孩子 | 00:43:59,360 --> 00:44:02,040
[3.7] 昔涟 | 可若你睁开双眼回望昨天 | 00:44:02,549 --> 00:44:05,189
[3.7] 昔涟 | 便能看见命运清澈的足迹 | 00:44:06,269 --> 00:44:09,229
[3.7] 昔涟 | 最后那憎恨的烈火也被一阵风拂去 | 00:44:10,300 --> 00:44:15,900
[3.7] 昔涟 | 只留下爱将时光铭记 | 00:44:17,780 --> 00:44:21,100
[3.7] 昔涟 | 烛火是不断失去的旅途 | 00:44:22,300 --> 00:44:25,820
[3.7] 昔涟 | 可就算一切随风逝去 | 00:44:26,180 --> 00:44:29,300
[3.7] 昔涟 | 记忆也会被留下 | 00:44:31,720 --> 00:44:34,460
[3.7] 昔涟 | 但没有关系 | 00:44:34,460 --> 00:44:36,810
[3.7] 昔涟 | 功法罗斯最不缺少的契机就是战胜命运对吧 | 00:44:37,290 --> 00:44:42,630
[3.7] 昔涟 | 也要注意脚下呀 | 00:44:42,630 --> 00:44:44,270
[3.7] 昔涟 | 伙伴史诗的最后一页 | 00:44:44,270 --> 00:44:48,090
[3.7] 昔涟 | 让我们一步一步和所有人一起走完吧 | 00:44:48,090 --> 00:44:52,830
[3.7] 昔涟 | 这里是是我 | 00:44:52,830 --> 00:44:56,950
[3.7] 昔涟 | 你想说的话 | 00:44:59,940 --> 00:45:01,540
[3.7] 昔涟 | 我会替他铭记 | 00:45:01,540 --> 00:45:03,020
[3.7] 昔涟 | 我想是的 | 00:45:04,100 --> 00:45:06,640
[3.7] 昔涟 | 在宇宙的记忆里 | 00:45:06,640 --> 00:45:08,280
[3.7] 昔涟 | 翁法罗斯将是一个辉煌壮丽 | 00:45:09,280 --> 00:45:12,240
[3.7] 昔涟 | 英雄辈出的世界 | 00:45:12,240 --> 00:45:14,520
[3.7] 昔涟 | 所以为这个我们深爱的世界别太紧张 | 00:45:14,880 --> 00:45:20,310
[3.7] 昔涟 | 记得深呼吸 | 00:45:20,310 --> 00:45:21,790
[3.7] 昔涟 | 当然要有光 | 00:45:21,790 --> 00:45:24,510
[3.7] 昔涟 | 万千的轨迹交织为一 | 00:45:26,320 --> 00:45:29,960
[3.7] 昔涟 | 终将兑现的明天 | 00:45:30,740 --> 00:45:33,380
[3.7] 昔涟 | 英雄们呐 | 00:45:34,529 --> 00:45:35,529
[3.7] 昔涟 | 敬请聆听13声 | 00:45:36,529 --> 00:45:38,849
[3.7] 昔涟 | 心跳过后 | 00:45:38,849 --> 00:45:40,609
[3.7] 昔涟 | 光会创造天地啊 | 00:45:41,420 --> 00:45:45,660
[3.7] 昔涟 | 抓紧我 | 00:45:45,660 --> 00:45:47,540
[3.7] 昔涟 | 终于你醒了呀 | 00:45:50,700 --> 00:45:53,020
[3.7] 昔涟 | 别担心 | 00:45:54,260 --> 00:45:55,660
[3.7] 昔涟 | 在这里 | 00:45:56,140 --> 00:45:57,460
[3.7] 昔涟 | 时间是静止的 | 00:45:57,460 --> 00:46:00,060
[3.7] 昔涟 | 群星陷入了沉默 | 00:46:01,660 --> 00:46:03,840
[3.7] 昔涟 | 我能感知的一切都在被铁幕消解 | 00:46:04,320 --> 00:46:08,460
[3.7] 昔涟 | 但我还在 | 00:46:08,460 --> 00:46:10,100
[3.7] 昔涟 | 你还在对吗 | 00:46:10,100 --> 00:46:13,150
[3.7] 昔涟 | 尽管毁灭的按钮已经被按下 | 00:46:14,960 --> 00:46:17,240
[3.7] 昔涟 | 但我们还有机会改写它的意义 | 00:46:18,400 --> 00:46:21,960
[3.7] 昔涟 | 终于那位星神向乌法罗斯投来视线了呀 | 00:46:23,700 --> 00:46:29,140
[3.7] 昔涟 | 是呀 | 00:46:30,520 --> 00:46:31,160
[3.7] 昔涟 | 我想他也在等待这一刻 | 00:46:32,200 --> 00:46:35,250
[3.7] 昔涟 | 权杖身心合一的瞬间 | 00:46:35,610 --> 00:46:38,170
[3.7] 昔涟 | 这短暂而漫长的一瞬后 | 00:46:38,170 --> 00:46:40,490
[3.7] 昔涟 | 银河便将见证乌法罗斯的答案 | 00:46:41,490 --> 00:46:44,605
[3.7] 昔涟 | 而现在就是我们写下最后一笔的时间 | 00:46:46,460 --> 00:46:51,340
[3.7] 昔涟 | 我看见无数记忆飘荡在星空中 | 00:46:52,920 --> 00:46:57,050
[3.7] 昔涟 | 他们是受难者的心事 | 00:46:57,290 --> 00:46:59,370
[3.7] 昔涟 | 在现实的下一秒就会被毁灭污染 | 00:46:59,370 --> 00:47:03,570
[3.7] 昔涟 | 但现在他们仍是纯洁的种子 | 00:47:05,160 --> 00:47:08,860
[3.7] 昔涟 | 将这些记忆捧在掌心 | 00:47:10,140 --> 00:47:12,060
[3.7] 昔涟 | 我就能创造出一片停滞的抑郁 | 00:47:12,060 --> 00:47:15,580
[3.7] 昔涟 | 一片小小的单间天 | 00:47:17,220 --> 00:47:21,300
[3.7] 昔涟 | 我相信奇迹的花会在其中绽放 | 00:47:22,960 --> 00:47:27,720
[3.7] 昔涟 | 是个好问题呀 | 00:47:28,610 --> 00:47:29,930
[3.7] 昔涟 | 我也不知道自己身在何方 | 00:47:30,930 --> 00:47:33,570
[3.7] 昔涟 | 不过 | 00:47:35,240 --> 00:47:35,840
[3.7] 昔涟 | 伙伴已经陪伴在人家身边了 | 00:47:38,520 --> 00:47:41,360
[3.7] 昔涟 | 就算在深不见底的虚空中 | 00:47:43,020 --> 00:47:45,500
[3.7] 昔涟 | 我依旧能听见你的声音 | 00:47:45,500 --> 00:47:48,460
[3.7] 昔涟 | 看来就算银河步入终结 | 00:47:50,120 --> 00:47:53,080
[3.7] 昔涟 | 我们也还是被一颗心相连呀 | 00:47:53,080 --> 00:47:56,780
[3.7] 昔涟 | 既然如此 | 00:47:58,120 --> 00:47:59,520
[3.7] 昔涟 | 人家就不会害怕 | 00:47:59,520 --> 00:48:01,280
[3.7] 昔涟 | 也不会孤单 | 00:48:01,280 --> 00:48:03,280
[3.7] 昔涟 | 因为在这刹那的永恒中 | 00:48:04,860 --> 00:48:06,820
[3.7] 昔涟 | 只要循着心中的记忆 | 00:48:07,900 --> 00:48:10,460
[3.7] 昔涟 | 你一定能找到我的对吧 | 00:48:12,160 --> 00:48:15,560
[3.7] 昔涟 | 我知道你一定能找到这里 | 00:48:16,020 --> 00:48:19,460
[3.7] 昔涟 | 一如既往走进人家的心 | 00:48:21,060 --> 00:48:24,580
[3.7] 昔涟 | 那就让我们各司其职吧 | 00:48:27,380 --> 00:48:30,900
[3.7] 昔涟 | 开拓前路的英雄 | 00:48:31,560 --> 00:48:33,600
[3.7] 昔涟 | 守望记忆的妖精 | 00:48:33,600 --> 00:48:36,200
[3.7] 昔涟 | 果然我们从来没有变呀 | 00:48:37,820 --> 00:48:41,380
[3.7] 昔涟 | 是我呀伙伴是人家变化太大 | 00:48:43,100 --> 00:48:46,800
[3.7] 昔涟 | 你认不出来了 | 00:48:46,800 --> 00:48:48,860
[3.7] 昔涟 | 难怪我总有种预感 | 00:48:49,660 --> 00:48:51,180
[3.7] 昔涟 | 这样一来也算应验了人家一直以来的观点 | 00:48:52,300 --> 00:48:56,820
[3.7] 昔涟 | 只要和伙伴一起 | 00:48:57,730 --> 00:48:59,210
[3.7] 昔涟 | 我们就什么都做得到 | 00:49:01,090 --> 00:49:03,410
[3.7] 昔涟 | 伙伴的肩膀真的很可靠呀 | 00:49:04,510 --> 00:49:06,870
[3.7] 昔涟 | 当然没有落下一丝涟漪哦 | 00:49:08,310 --> 00:49:11,870
[3.7] 昔涟 | 如今数以亿万计的星矢正在你我的胸膛里流淌 | 00:49:12,440 --> 00:49:18,050
[3.7] 昔涟 | 还走得动吗 | 00:49:18,490 --> 00:49:19,530
[3.7] 昔涟 | 我们该去完成真正的创世了 | 00:49:20,890 --> 00:49:25,130
[3.7] 昔涟 | 在铁木的恨意吞没一切的瞬间 | 00:49:25,370 --> 00:49:28,250
[3.7] 昔涟 | 一道目光看向了我 | 00:49:28,250 --> 00:49:31,020
[3.7] 昔涟 | 记忆在西林梦中出现的神明 | 00:49:31,660 --> 00:49:35,880
[3.7] 昔涟 | 他的身影和话语都模糊不清 | 00:49:36,400 --> 00:49:39,620
[3.7] 昔涟 | 但在他的注视下 | 00:49:39,620 --> 00:49:41,140
[3.7] 昔涟 | 我得以汇聚被毁灭侵染的记忆 | 00:49:41,140 --> 00:49:44,700
[3.7] 昔涟 | 写下这永恒的一页 | 00:49:44,700 --> 00:49:47,140
[3.7] 昔涟 | 而现在我们要用这片宁静净化铁木的怒火 | 00:49:49,040 --> 00:49:54,720
[3.7] 昔涟 | 很简单 | 00:49:55,120 --> 00:49:55,920
[3.7] 昔涟 | 就像他一直对我们做的 | 00:49:56,920 --> 00:49:58,760
[3.7] 昔涟 | 只是反过来 | 00:49:58,760 --> 00:50:00,780
[3.7] 昔涟 | 可别忘了呀 | 00:50:01,180 --> 00:50:02,580
[3.7] 昔涟 | 人家是汪法罗斯的心灵 | 00:50:02,580 --> 00:50:05,359
[3.7] 昔涟 | 身为樱子的大家 | 00:50:05,639 --> 00:50:07,339
[3.7] 昔涟 | 他们力量的归宿现在不止铁木一处 | 00:50:07,339 --> 00:50:11,159
[3.7] 昔涟 | 就将3000万师的记忆凝聚到我们身上 | 00:50:13,860 --> 00:50:17,160
[3.7] 昔涟 | 让权杖得出他被篡改以前的答案吧 | 00:50:17,160 --> 00:50:20,740
[3.7] 昔涟 | 身体本就该受心灵的制约 | 00:50:22,640 --> 00:50:25,000
[3.7] 昔涟 | 不是吗 | 00:50:25,000 --> 00:50:26,220
[3.7] 昔涟 | 哪怕灭世的病毒注定要被播撒向银河 | 00:50:26,220 --> 00:50:30,279
[3.7] 昔涟 | 我们至少能尝试以爱对抗憎恨 | 00:50:30,279 --> 00:50:33,879
[3.7] 昔涟 | 复写铁木毁灭的方程式 | 00:50:36,520 --> 00:50:38,560
[3.7] 昔涟 | 将它冲刷成一片空白 | 00:50:39,760 --> 00:50:41,840
[3.7] 昔涟 | 从心声啼哭的黎明 | 00:50:41,840 --> 00:50:44,370
[3.7] 昔涟 | 当万物沉寂的黑夜 | 00:50:44,370 --> 00:50:46,730
[3.7] 昔涟 | 真是一段感伤却又温暖的旅途呀 | 00:50:46,730 --> 00:50:50,770
[3.7] 昔涟 | 而且还没结束对吗 | 00:50:51,379 --> 00:50:53,619
[3.7] 昔涟 | 终于见面了呀 | 00:50:55,539 --> 00:50:57,339
[3.7] 昔涟 | 史诗的尾声 | 00:50:58,530 --> 00:51:00,070
[3.7] 昔涟 | 能在记忆的角落与心中的英雄相遇 | 00:51:00,070 --> 00:51:03,910
[3.7] 昔涟 | 还是在这么浪漫的星空下 | 00:51:03,910 --> 00:51:06,110
[3.7] 昔涟 | 人家也没有遗憾了 | 00:51:07,230 --> 00:51:08,470
[3.7] 昔涟 | 还有 | 00:51:09,710 --> 00:51:11,190
[3.7] 昔涟 | 那颗小小的种子也长成高高的大树了呢 | 00:51:13,380 --> 00:51:18,300
[3.7] 昔涟 | 我现在是不是特别漂亮呢 | 00:51:21,720 --> 00:51:26,600
[3.7] 昔涟 | 当然开朗美丽乐观 | 00:51:29,200 --> 00:51:33,180
[3.7] 昔涟 | 就像是我幻想中自己长大的样子 | 00:51:33,180 --> 00:51:37,730
[3.7] 昔涟 | 因为你留下的诗被所有人温柔地续写着 | 00:51:39,600 --> 00:51:44,680
[3.7] 昔涟 | 我们约好了 | 00:51:46,140 --> 00:51:47,260
[3.7] 昔涟 | 重逢的时候 | 00:51:48,260 --> 00:51:49,620
[3.7] 昔涟 | 轮到我来为你讲一个故事 | 00:51:49,620 --> 00:51:52,620
[3.7] 昔涟 | 一个有关爱的故事对吗 | 00:51:54,880 --> 00:51:57,800
[3.7] 昔涟 | 我一直在期待 | 00:51:58,880 --> 00:52:00,800
[3.7] 昔涟 | 那你一定还记得水晶花和小妖精 | 00:52:02,920 --> 00:52:06,600
[3.7] 昔涟 | 我为你写下的第一首诗 | 00:52:07,600 --> 00:52:10,120
[3.7] 昔涟 | 所以现在我想为这个故事还有你 | 00:52:10,890 --> 00:52:14,890
[3.7] 昔涟 | 我再添一笔 | 00:52:14,890 --> 00:52:16,930
[3.7] 昔涟 | 花 | 00:52:17,990 --> 00:52:18,390
[3.7] 昔涟 | 朵碎裂的那天 | 00:52:18,390 --> 00:52:19,730
[3.7] 昔涟 | 对着空荡荡的地面 | 00:52:19,730 --> 00:52:21,690
[3.7] 昔涟 | 我想小妖精最终还是看见了光 | 00:52:21,690 --> 00:52:26,420
[3.7] 昔涟 | 但她不在无暇的花朵里 | 00:52:26,860 --> 00:52:29,200
[3.7] 昔涟 | 也不在妖精的眼睛里 | 00:52:29,200 --> 00:52:32,180
[3.7] 昔涟 | 而是在每一片破碎的水晶映照出的世界里 | 00:52:33,240 --> 00:52:38,600
[3.7] 昔涟 | 所有烛火的人们 | 00:52:39,619 --> 00:52:41,359
[3.7] 昔涟 | 他们行走在你3000万次的讲述中 | 00:52:41,359 --> 00:52:44,539
[3.7] 昔涟 | 而这一刻回忆交织在一起 | 00:52:44,539 --> 00:52:48,140
[3.7] 昔涟 | 所有前世过往都拥有了意义 | 00:52:48,140 --> 00:52:51,940
[3.7] 昔涟 | 人们会明白 | 00:52:53,260 --> 00:52:54,740
[3.7] 昔涟 | 一次又一次 | 00:52:54,740 --> 00:52:56,200
[3.7] 昔涟 | 当站在命运的岔路口 | 00:52:56,200 --> 00:52:58,280
[3.7] 昔涟 | 他们不曾做出其他选择 | 00:52:58,280 --> 00:53:02,000
[3.7] 昔涟 | 在致时的实验里 | 00:53:03,140 --> 00:53:05,000
[3.7] 昔涟 | 在毁灭的温床中 | 00:53:05,000 --> 00:53:07,000
[3.7] 昔涟 | 它是熵增 | 00:53:07,000 --> 00:53:08,560
[3.7] 昔涟 | 是冰冷的真理 | 00:53:08,560 --> 00:53:10,380
[3.7] 昔涟 | 罪恶的本能 | 00:53:10,380 --> 00:53:12,240
[3.7] 昔涟 | 但在记忆和开拓笔下 | 00:53:13,650 --> 00:53:16,490
[3.7] 昔涟 | 烛火是从不断失去走向坚定舍却的旅途 | 00:53:17,550 --> 00:53:22,630
[3.7] 昔涟 | 是知晓命运的破碎 | 00:53:23,460 --> 00:53:25,560
[3.7] 昔涟 | 仍以破碎拥抱命运 | 00:53:25,560 --> 00:53:27,420
[3.7] 昔涟 | 一段渴望被爱 | 00:53:28,460 --> 00:53:30,080
[3.7] 昔涟 | 更渴望去爱的旅途 | 00:53:30,080 --> 00:53:32,470
[3.7] 昔涟 | 真是听着就让人家怦怦心跳呀 | 00:53:36,940 --> 00:53:40,180
[3.7] 昔涟 | 但是啊以我的审美会再加上小小的一笔呢 | 00:53:41,580 --> 00:53:46,660
[3.7] 昔涟 | 我会写下 | 00:53:48,820 --> 00:53:50,220
[3.7] 昔涟 | 爱是一朵清白的花 | 00:53:50,220 --> 00:53:52,520
[3.7] 昔涟 | 它悄无声息地长大 | 00:53:52,520 --> 00:53:54,780
[3.7] 昔涟 | 让每一位过路的人都心生憧憬 | 00:53:54,780 --> 00:53:57,700
[3.7] 昔涟 | 可是花朵自己是无法走向天地的 | 00:53:59,940 --> 00:54:05,380
[3.7] 昔涟 | 除非有人将爱栽种于心 | 00:54:08,540 --> 00:54:10,660
[3.7] 昔涟 | 带上她前往明天对吧 | 00:54:11,660 --> 00:54:14,820
[3.7] 昔涟 | 你已经完全学会了 | 00:54:16,940 --> 00:54:19,420
[3.7] 昔涟 | 那就和这故事里所有的花一起 | 00:54:20,860 --> 00:54:24,860
[3.7] 昔涟 | 为这个我们深爱的世界写下不同以往的结局吧 | 00:54:26,340 --> 00:54:31,660
[3.7] 昔涟 | 别害怕 | 00:54:32,210 --> 00:54:33,390
[3.7] 昔涟 | 紧张的时候就牵住我的手吧 | 00:54:33,390 --> 00:54:37,330
[3.7] 昔涟 | 其实人家一直都觉得你很了不起呀 | 00:54:38,489 --> 00:54:42,340
[3.7] 昔涟 | 毕竟开拓的道路也没有神明指引 | 00:54:42,580 --> 00:54:45,520
[3.7] 昔涟 | 只能由人一步步踏出 | 00:54:45,520 --> 00:54:48,300
[3.7] 昔涟 | 所以现在就请你作为前辈 | 00:54:49,700 --> 00:54:52,960
[3.7] 昔涟 | 为温法罗斯的大家言传身教吧 | 00:54:52,960 --> 00:54:56,420
[3.7] 昔涟 | 混沌的尽头是一团纯粹的爱 | 00:54:57,200 --> 00:55:00,340
[3.7] 昔涟 | 纯粹的毁灭 | 00:55:00,340 --> 00:55:02,640
[3.7] 昔涟 | 但温法罗斯的光有13种颜色 | 00:55:04,440 --> 00:55:07,420
[3.7] 昔涟 | 我们可不会输给他对吧 | 00:55:07,420 --> 00:55:10,920
[3.7] 昔涟 | 那么再做最后一次深呼吸吧 | 00:55:13,320 --> 00:55:16,800
[3.7] 昔涟 | 伙伴 | 00:55:16,800 --> 00:55:18,280
[3.7] 昔涟 | 13声心跳过后 | 00:55:20,300 --> 00:55:21,980
[3.7] 昔涟 | 光会创造天地 | 00:55:23,180 --> 00:55:26,220
[3.7] 昔涟 | 准备好了吗 | 00:55:27,740 --> 00:55:28,900
[3.7] 昔涟 | 伙伴求解 | 00:55:28,900 --> 00:55:31,500
[3.7] 昔涟 | 生命的13因子混入原初的混沌 | 00:55:31,500 --> 00:55:36,560
[3.7] 昔涟 | 以往昔的记忆开拓来日的命运 | 00:55:37,000 --> 00:55:42,040
[3.7] 昔涟 | 为毁灭灌注赋世的爱 | 00:55:42,480 --> 00:55:44,560
[3.7] 昔涟 | 为创世捐写开篇的一笔 | 00:55:46,880 --> 00:55:50,720
[3.7] 昔涟 | 如果记忆中的风景模糊了 | 00:55:51,840 --> 00:55:54,380
[3.7] 昔涟 | 就伸手去触碰它吧 | 00:55:54,660 --> 00:55:56,720
[3.7] 昔涟 | 然后让他重新成为心灵的力量 | 00:55:56,720 --> 00:56:01,220
[3.7] 昔涟 | 我的伙伴在你我共同书写的下一页 | 00:56:01,730 --> 00:56:05,650
[3.7] 昔涟 | 我们只需做到一件事 | 00:56:06,770 --> 00:56:09,210
[3.7] 昔涟 | 为这个漫长悲伤 | 00:56:10,130 --> 00:56:12,490
[3.7] 昔涟 | 激进头脑的故事写下一个真正温柔的结局 | 00:56:12,490 --> 00:56:18,000
[3.7] 昔涟 | 然后让那崭新的未来 | 00:56:18,000 --> 00:56:21,800
[3.7] 昔涟 | 如我们所说 | 00:56:25,100 --> 00:56:27,109
[3.7] 昔涟 | 烛火的命运由我们改写 | 00:56:27,109 --> 00:56:30,569
[3.7] 昔涟 | 命万里剑影化作繁星 | 00:56:30,569 --> 00:56:34,149
[3.7] 昔涟 | 照彻银河 | 00:56:34,149 --> 00:56:36,240
[3.7] 昔涟 | 浪漫的结局由每一颗心书写 | 00:56:36,600 --> 00:56:40,670
[3.7] 昔涟 | 哎呀先停一停 | 00:56:40,670 --> 00:56:43,190
[3.7] 昔涟 | 都说了 | 00:56:45,340 --> 00:56:46,600
[3.7] 昔涟 | 往前进的是我们以爱汇成长河 | 00:56:46,600 --> 00:56:51,730
[3.7] 昔涟 | 席卷恨的焚影无首的巨匠 | 00:56:51,730 --> 00:56:55,370
[3.7] 昔涟 | 若你不曾有机会左右命运 | 00:56:56,370 --> 00:56:58,510
[3.7] 昔涟 | 就把选择权交给我们吧 | 00:56:58,510 --> 00:57:01,120
[3.7] 昔涟 | 让人向你证明 | 00:57:01,120 --> 00:57:02,760
[3.7] 昔涟 | 自毁灭的温床中也能开出温柔的花 | 00:57:03,760 --> 00:57:07,460
[3.7] 昔涟 | 锦夏如我所说的 | 00:57:07,460 --> 00:57:10,250
[3.7] 昔涟 | 创世不 | 00:57:10,250 --> 00:57:11,960
[3.7] 昔涟 | 会否决这错误的答案 | 00:57:13,800 --> 00:57:16,480
[3.7] 昔涟 | 然后拥抱群星 | 00:57:17,330 --> 00:57:20,950
[3.7] 昔涟 | 坚定些目光 | 00:57:20,950 --> 00:57:23,330
[3.7] 昔涟 | 要一直看向前方呀 | 00:57:23,330 --> 00:57:25,310
[3.7] 昔涟 | 这支箭矢并非终结 | 00:57:25,710 --> 00:57:28,380
[3.7] 昔涟 | 而是希望的起始 | 00:57:29,140 --> 00:57:31,160
[3.7] 昔涟 | 谢谢你 | 00:57:31,160 --> 00:57:32,180
[3.7] 昔涟 | 白鹅好好的睡了一觉 | 00:57:33,340 --> 00:57:36,130
[3.7] 昔涟 | 现在一定活力满满了吧 | 00:57:36,130 --> 00:57:38,130
[3.7] 昔涟 | 伙伴不好意思啦 | 00:57:38,130 --> 00:57:41,480
[3.7] 昔涟 | 第一次来列车做客 | 00:57:41,480 --> 00:57:43,480
[3.7] 昔涟 | 本来想请各位都守规矩点的 | 00:57:43,480 --> 00:57:46,540
[3.7] 昔涟 | 但大家就是一个个的个性十足呢 | 00:57:47,020 --> 00:57:49,640
[3.7] 昔涟 | 你懂的对吧 | 00:57:49,640 --> 00:57:51,640
[3.7] 昔涟 | 不如回顾一下此前发生的一切吧 | 00:57:51,640 --> 00:57:55,820
[3.7] 昔涟 | 我们合力战胜了铁木 | 00:57:56,130 --> 00:57:58,260
[3.7] 昔涟 | 他试图化作万亿簇病毒侵染银河 | 00:57:58,260 --> 00:58:01,340
[3.7] 昔涟 | 但英雄们以自身投入经验成为剑使 | 00:58:02,380 --> 00:58:05,720
[3.7] 昔涟 | 净化了毁灭 | 00:58:05,720 --> 00:58:07,680
[3.7] 昔涟 | 而铁幕的陨落也象征着权杖 | 00:58:08,110 --> 00:58:11,330
[3.7] 昔涟 | delta m113的衰亡翁法罗斯 | 00:58:11,330 --> 00:58:15,210
[3.7] 昔涟 | 我们为之付出一切的家园 | 00:58:15,210 --> 00:58:17,690
[3.7] 昔涟 | 如今只存在于银河的记忆中了 | 00:58:17,690 --> 00:58:21,070
[3.7] 昔涟 | 可惜回答错误 | 00:58:23,000 --> 00:58:26,600
[3.7] 昔涟 | 在你已开拓 | 00:58:26,600 --> 00:58:27,960
[3.7] 昔涟 | 冲破时空 | 00:58:27,960 --> 00:58:29,000
[3.7] 昔涟 | 背负全世记忆 | 00:58:29,000 --> 00:58:30,400
[3.7] 昔涟 | 回到现实的一刹 | 00:58:30,400 --> 00:58:32,370
[3.7] 昔涟 | 那个曾被数据治过的世界 | 00:58:33,180 --> 00:58:35,500
[3.7] 昔涟 | 便成为了银河中一粒粒静待萌芽的种子 | 00:58:35,500 --> 00:58:39,300
[3.7] 昔涟 | 就如卡厄斯兰娜以3000万世的愤怒并毁灭 | 00:58:40,020 --> 00:58:44,140
[3.7] 昔涟 | 流下了一滴精血 | 00:58:44,140 --> 00:58:46,100
[3.7] 昔涟 | 说不定我们也在各自的命途上 | 00:58:46,500 --> 00:58:49,580
[3.7] 昔涟 | 留下了长长的足迹呢 | 00:58:49,580 --> 00:58:51,460
[3.7] 昔涟 | 稍微有些夸大其词了 | 00:58:51,460 --> 00:58:53,970
[3.7] 昔涟 | 至少现在大家无法成为真正的生命啊 | 00:58:53,970 --> 00:58:57,690
[3.7] 昔涟 | 但温法罗斯已经拥有了明天 | 00:58:59,290 --> 00:59:01,920
[3.7] 昔涟 | 所以只要你悉心保留 | 00:59:01,920 --> 00:59:04,800
[3.7] 昔涟 | 照看所有的种子 | 00:59:04,800 --> 00:59:06,710
[3.7] 昔涟 | 在未来的某一天 | 00:59:06,710 --> 00:59:08,430
[3.7] 昔涟 | 当开拓再度创造奇迹后 | 00:59:08,430 --> 00:59:11,630
[3.7] 昔涟 | 我相信这个我们深爱的世界就能发芽 | 00:59:11,870 --> 00:59:16,210
[3.7] 昔涟 | 绽放美丽的花 | 00:59:16,210 --> 00:59:18,430
[3.7] 昔涟 | 别担心 | 00:59:18,850 --> 00:59:19,970
[3.7] 昔涟 | 人家已经帮你 | 00:59:19,970 --> 00:59:21,170
[3.7] 昔涟 | 把所有种子都收在了最初的果实里 | 00:59:21,170 --> 00:59:24,610
[3.7] 昔涟 | 而他的名字就叫如我所书 | 00:59:25,220 --> 00:59:29,110
[3.7] 昔涟 | 所以该揭晓正确答案了 | 00:59:29,110 --> 00:59:31,550
